"Roll Class Code","Roll Class Block","ColourCode","Periods","Doubles","Triples","Quadruples","Load","Class Code","Class Name","Class Suffix","Teacher Code","Faculty Code","Room Code","Site No","Row No","ClassGroupGuid","RollClassGuid","TeacherGuid","FacultyGuid","RoomGuid","ClassNameGuid"
"07B","B","2","7","2","0","0","1.00","1HUM07B","Humanities Year 7 Sem 1B","B","ZHK","","B2","1","1","{05415F23-262B-4AE9-A607-0E5C6D5DD6D8}","{A782D0B0-F9B5-4E43-9947-4ADC88459320}","{4D507753-099A-450C-A812-D87CACEB29A1}","","{1741A8BC-0B59-4154-B130-FFEC7B9FE273}","{6E13AB0D-2A1D-4C18-9E51-95662C5AF6F8}"
"07B","C","3","9","0","0","0","1.00","1MTH07B","Mathematics Year 7 Sem 1B","B","WHE","","B2","1","1","{B3137337-0A71-48B8-9834-0CC8A25C1AA1}","{A782D0B0-F9B5-4E43-9947-4ADC88459320}","{A410B90B-0677-4D90-9625-F32CFC477D59}","","{1741A8BC-0B59-4154-B130-FFEC7B9FE273}","{A1476FAA-E693-470A-9A03-650BCD797DD4}"
"07B","D","4","7","2","0","0","1.00","1SCI07B","Science Year 7 Sem 1B","B","HOY","","","1","1","{ECA28976-3430-46D8-90AA-81A8C1985A93}","{A782D0B0-F9B5-4E43-9947-4ADC88459320}","{F8D3DB52-F315-4CA7-ABA4-649249D8B40E}","","","{49E84310-5252-43FB-80BF-DE06A4FC9470}"
"07B","E","7","6","0","0","0","1.00","1LAN07B","Languages: Italian Year 7 Sem 1B","B","PAL","","B2","1","1","{210BE95B-7B4C-4D2E-A20E-0BB4F63B0D9A}","{A782D0B0-F9B5-4E43-9947-4ADC88459320}","{6228AD9F-23F9-4C3C-A9EC-A2BB78ADC6A8}","","{1741A8BC-0B59-4154-B130-FFEC7B9FE273}","{F989CAE0-2963-43FB-A614-8A72300E1EEA}"
"07B","F","6","4","2","0","0","1.00","1PED07B","Physical Education Year 7 Sem 1B","B","GIB","","","1","1","{9EA4CB87-4C12-45C9-8C1E-3C55F6C51C43}","{A782D0B0-F9B5-4E43-9947-4ADC88459320}","{FD728803-54DE-45AB-9813-96E17E2EF7A6}","","","{3256C09F-B84F-4EBF-8443-3137A366F6EB}"
"07B","G","67","4","2","0","0","1.00","1PAS07B","PASE Year 7 Sem 1B","B","MLM","","","1","1","{1A1E1778-DB20-457B-9992-896B5572A5DC}","{A782D0B0-F9B5-4E43-9947-4ADC88459320}","{D87C6C26-0049-4698-8BCE-D1AC1921CB5E}","","","{E36E2110-EE1A-43A6-977E-6BB7244B0335}"
"07B","H","25","6","0","0","0","1.00","1DIG07B","Digital Technology Year 7 Sem 1B","B","SMP","","B2","1","1","{641E494A-72F2-4927-9D8F-35C70EA99D13}","{A782D0B0-F9B5-4E43-9947-4ADC88459320}","{D15BAB4D-8A92-476B-8982-A571C1BDD487}","","{1741A8BC-0B59-4154-B130-FFEC7B9FE273}","{5C812870-9E46-4DF2-9BD4-1CD71B05F204}"
"07B","I","41","6","3","0","0","1.00","1ART07B","Art Year 7 Sem 1B","B","SCO","","T6","1","1","{D434CDAA-3AE3-4B11-B7F2-E45AF91DE7CC}","{A782D0B0-F9B5-4E43-9947-4ADC88459320}","{FD96B827-3789-4AFF-89D0-76165BAECE52}","","{F9170773-BC3A-47D1-83C2-A7E6FABAEA1C}","{D932FB13-0EF6-4928-9C69-CB2107D7D2C3}"
"07B","J","62","2","0","0","0","1.00","1PCR07B","Pastoral Care Year 7 Sem 1B","B","ADF","","B2","1","1","{1ADB409A-4671-4CEF-BB51-583256AA1E23}","{A782D0B0-F9B5-4E43-9947-4ADC88459320}","{CA15CF69-04A3-4EF1-857C-1FB8196EF329}","","{1741A8BC-0B59-4154-B130-FFEC7B9FE273}","{342475C7-57AE-4DA4-B0D7-C62949200C46}"
"07C","A","1","9","2","0","0","1.00","1ENG07C","English Year 7 Sem 1C","C","VOU","","B6","1","1","{7640A58C-09BA-4A7C-A80D-3BB6548B3BDC}","{6DB6C081-D387-409A-8C64-69DCEBBDBEC2}","{D7EB2A28-2089-44B1-B14E-338E0AC487E3}","","{8A6B3D71-16B1-49CE-82A2-AC498CD41317}","{3E2EC639-2EBA-4A08-A7A3-D46E47CD6618}"
"07C","B","2","7","2","0","0","1.00","1HUM07C","Humanities Year 7 Sem 1C","C","KEJ","","B6","1","1","{E397F6CB-1597-4D83-B7A9-ADE162890CEE}","{6DB6C081-D387-409A-8C64-69DCEBBDBEC2}","{5122526C-1FBC-4141-B395-8F9DD9973540}","","{8A6B3D71-16B1-49CE-82A2-AC498CD41317}","{392C4B3E-14E1-4048-8F05-AD6570EFCBD3}"
"07C","C","3","9","0","0","0","1.00","1MTH07C","Mathematics Year 7 Sem 1C","C","ZAH","","B6","1","1","{86707DBA-6908-475A-8DCC-82A208BE59E7}","{6DB6C081-D387-409A-8C64-69DCEBBDBEC2}","{77AB2C57-DB5D-4BE4-A822-77942DEFF211}","","{8A6B3D71-16B1-49CE-82A2-AC498CD41317}","{A31F8BF3-D02A-4AC1-990B-41D86F1B231B}"
"07C","D","4","7","2","0","0","1.00","1SCI07C","Science Year 7 Sem 1C","C","PGE","","","1","1","{A819D55D-9068-46EB-9BC5-1A132CD65D0F}","{6DB6C081-D387-409A-8C64-69DCEBBDBEC2}","{0488C216-89A6-4EEF-82DC-0775F4E7052E}","","","{237A630A-BEFD-4FBB-ABC7-FFC7BA0C0C59}"
"07C","E","7","6","0","0","0","1.00","1LAN07C","Languages: Italian Year 7 Sem 1C","C","FEL","","B6","1","1","{2B789160-9D43-49E5-B0ED-B0863EB92AA9}","{6DB6C081-D387-409A-8C64-69DCEBBDBEC2}","{A85C1117-91B5-487B-AC82-A7E117F91882}","","{8A6B3D71-16B1-49CE-82A2-AC498CD41317}","{2AAC7729-391E-4C19-947A-86B4D017C9A9}"
"07C","F","6","4","2","0","0","1.00","1PED07C","Physical Education Year 7 Sem 1C","C","ANM","","","1","1","{E91C3A36-2DE4-4EC2-80EC-9A073FBFEBDC}","{6DB6C081-D387-409A-8C64-69DCEBBDBEC2}","{C74BA465-52B5-4B75-9171-3E65D36CDC7E}","","","{8F7A1D41-FA0C-40E8-8C20-1DDF6C425DE7}"
"07C","G","67","4","2","0","0","1.00","1PAS07C","PASE Year 7 Sem 1C","C","SMA","","","1","1","{8CF1AB6B-2B6F-4AC3-9575-15B0E0B60DD7}","{6DB6C081-D387-409A-8C64-69DCEBBDBEC2}","{154265BE-27BD-455B-9C38-D18B83000A2A}","","","{29FF83EB-DE12-41E3-9515-F2D343B28B2B}"
"07C","H","22","6","3","0","0","1.00","1HEC07C","Home Economics Year 7 Sem 1C","C","OHA","","","1","1","{043E57F1-F384-4BC6-BB66-54660CE0ABDD}","{6DB6C081-D387-409A-8C64-69DCEBBDBEC2}","{9C24F46D-B4DD-4132-AE3F-D57B95F5B503}","","","{7AAED2B4-74B6-4610-B8AD-243F5C087DA5}"
"07C","I","28","3","0","0","0","1.00","1MUS07C","Music Year 7 Sem 1C","C","MAR","","PA6","1","1","{A0516CE1-8F45-4EC5-80D9-36AEA8D82C57}","{6DB6C081-D387-409A-8C64-69DCEBBDBEC2}","{41B179B0-40FC-4775-892B-160A1B443EFB}","","{32962BBE-C0FA-4FE3-8757-D2143134B670}","{5D8447E8-7AC3-41F4-9626-5FF4BB634D46}"
"07C","J","32","3","1","0","0","1.00","1DRA07C","Drama Year 7 Sem 1C","C","KNO","","","1","1","{0F7B2A84-EC59-4243-A89E-A63D55A7424B}","{6DB6C081-D387-409A-8C64-69DCEBBDBEC2}","{1614F1E3-F6D5-4768-9C21-230876168BC0}","","","{52C19D37-5935-4500-B9B8-548AC9516193}"
"07C","K","62","2","0","0","0","1.00","1PCR07C","Pastoral Care Year 7 Sem 1C","C","MAR","","B6","1","1","{727BCADF-DC87-4DC4-9CCC-2265511051FC}","{6DB6C081-D387-409A-8C64-69DCEBBDBEC2}","{41B179B0-40FC-4775-892B-160A1B443EFB}","","{8A6B3D71-16B1-49CE-82A2-AC498CD41317}","{26C0E51C-38C8-44B9-A2A6-777CE5C6EEB7}"
"07D","A","1","9","1","0","0","1.00","1ENG07D","English Year 7 Sem 1D","D","MCI","","B7","1","1","{9F931652-0FC6-4208-8113-2B5BB4189BC7}","{7F224049-FCB8-409E-95B6-A6054233C99E}","{F3C0B9A6-6083-4D8E-B1B8-E1BB0C2D37B3}","","{013BB1AA-5190-477B-AD21-596CF28B830B}","{5FED8997-257B-439C-863D-55990C1D6411}"
"07D","B","2","7","1","0","0","1.00","1HUM07D","Humanities Year 7 Sem 1D","D","DYL","","B7","1","1","{B9381772-02EA-4EFF-B432-D8758D5D0B2B}","{7F224049-FCB8-409E-95B6-A6054233C99E}","{15F3EC69-EA61-49D3-AA8D-75D08BC3E7B8}","","{013BB1AA-5190-477B-AD21-596CF28B830B}","{0EF10F82-ABAE-4F83-8A37-544B22AF42B0}"
"07D","C","3","9","3","0","0","1.00","1MTH07D","Mathematics Year 7 Sem 1D","D","MAN","","B7","1","1","{7D3209E1-68F6-4BD3-B36E-7F259614812F}","{7F224049-FCB8-409E-95B6-A6054233C99E}","{9D91435C-C191-4ABD-8E85-A010410D9ED5}","","{013BB1AA-5190-477B-AD21-596CF28B830B}","{D5F2EEEE-B1DE-4AA5-816D-97E735710BBD}"
"07D","D","4","7","2","0","0","1.00","1SCI07D","Science Year 7 Sem 1D","D","CDA","","","1","1","{24BF2A10-42CD-4936-89A9-5CDC90437158}","{7F224049-FCB8-409E-95B6-A6054233C99E}","{BD28E20E-C7ED-45E1-9A42-D92A7160AD16}","","","{888FBE40-FBCB-4A10-A3F8-79977443451E}"
"07D","E","21","6","0","0","0","1.00","1LAN07D","Languages: Italian Year 7 Sem 1D","D","PAL","","","1","1","{C76A9129-F7B1-4ECD-89BE-9B6B6C793590}","{7F224049-FCB8-409E-95B6-A6054233C99E}","{6228AD9F-23F9-4C3C-A9EC-A2BB78ADC6A8}","","","{56CB6BC0-89C4-4AF2-BDFE-FDA755D920DE}"
"07D","E","21","6","0","0","0","1.00","1EAL07D","English as an Additional Lang. Year 7 Sem 1D","D","CLK","","","1","2","{C76A9129-F7B1-4ECD-89BE-9B6B6C793590}","{7F224049-FCB8-409E-95B6-A6054233C99E}","{A84C5BAB-EA9B-46ED-9C6C-FD899B57BF23}","","","{15DCE01D-D029-44E9-92A7-529136ECB686}"
"07D","F","6","4","2","0","0","1.00","1PED07D","Physical Education Year 7 Sem 1D","D","MLM","","","1","1","{16CC0EF4-95EC-41A2-B209-836AB3701EF6}","{7F224049-FCB8-409E-95B6-A6054233C99E}","{D87C6C26-0049-4698-8BCE-D1AC1921CB5E}","","","{AE8070B3-5DFF-43C1-BC98-CC401B332A14}"
"07D","G","34","4","0","0","0","1.00","1HHD07D","Health & Human Development Year 7 Sem 1D","D","MLM","","B7","1","1","{0CDA12DA-C558-4B01-9D6F-693B66FB529F}","{7F224049-FCB8-409E-95B6-A6054233C99E}","{D87C6C26-0049-4698-8BCE-D1AC1921CB5E}","","{013BB1AA-5190-477B-AD21-596CF28B830B}","{8F33C437-5427-41F9-82DC-E3A3B9185F3E}"
"07D","H","25","6","0","0","0","1.00","1DIG07D","Digital Technology Year 7 Sem 1D","D","SMP","","B7","1","1","{751D6525-F84C-405B-A451-25517978D351}","{7F224049-FCB8-409E-95B6-A6054233C99E}","{D15BAB4D-8A92-476B-8982-A571C1BDD487}","","{013BB1AA-5190-477B-AD21-596CF28B830B}","{AB779438-6A70-4CA1-9D00-9BBE7EBE2E3C}"
"07D","I","41","6","3","0","0","1.00","1ART07D","Art Year 7 Sem 1D","D","FEJ","","","1","1","{0723FD6D-FA5C-45C0-A4DD-3C3E79BE7210}","{7F224049-FCB8-409E-95B6-A6054233C99E}","{40AD2993-D198-472C-996E-80E1EE35B8B3}","","","{AE0DEAA0-21C1-43CD-9A39-B019256B5DF2}"
"07D","J","62","2","0","0","0","1.00","1PCR07D","Pastoral Care Year 7 Sem 1D","D","CDA","","B7","1","1","{BD7CA7DB-32B1-4714-B17B-594ADACFCD03}","{7F224049-FCB8-409E-95B6-A6054233C99E}","{BD28E20E-C7ED-45E1-9A42-D92A7160AD16}","","{013BB1AA-5190-477B-AD21-596CF28B830B}","{0929BB5F-10D1-4D4A-8247-41507CF80C45}"
"07E","A","1","9","2","0","0","1.00","1ENG07E","English Year 7 Sem 1E","E","KNO","","B3","1","1","{FB143819-00D1-4C5C-B164-7C666BBFD901}","{BA1424B2-64DB-45F1-8338-FA880A54B64B}","{1614F1E3-F6D5-4768-9C21-230876168BC0}","","{E26593A7-C641-4114-A210-B80101A87DA6}","{413F7BD4-D67B-40D1-A637-84ADA5C97B6C}"
"07E","B","2","7","2","0","0","1.00","1HUM07E","Humanities Year 7 Sem 1E","E","ZHK","","B3","1","1","{58473093-019E-4A1C-9912-1F0A59BBD9CA}","{BA1424B2-64DB-45F1-8338-FA880A54B64B}","{4D507753-099A-450C-A812-D87CACEB29A1}","","{E26593A7-C641-4114-A210-B80101A87DA6}","{B12A24A4-2541-43C8-820C-DD58B0A3F7A0}"
"07E","C","3","9","0","0","0","1.00","1MTH07E","Mathematics Year 7 Sem 1E","E","CKS","","B3","1","1","{4DCEDB4C-E090-4591-AA3E-A0FD0DC6A430}","{BA1424B2-64DB-45F1-8338-FA880A54B64B}","{B43E1812-FB6A-4AC0-8271-6998E541D2C5}","","{E26593A7-C641-4114-A210-B80101A87DA6}","{D257C32D-B9F5-4060-8477-29DA4D7E3A82}"
"07E","D","4","7","2","0","0","1.00","1SCI07E","Science Year 7 Sem 1E","E","CDA","","","1","1","{B1257F76-DB12-4315-BB7E-7AECB5B56D5D}","{BA1424B2-64DB-45F1-8338-FA880A54B64B}","{BD28E20E-C7ED-45E1-9A42-D92A7160AD16}","","","{739F11B5-BC7F-4716-B423-5E47392FBF65}"
"07E","E","7","6","0","0","0","1.00","1LAN07E","Languages: Italian Year 7 Sem 1E","E","CLA","","","1","1","{A829EC72-15EB-437A-84C6-0B55654478E7}","{BA1424B2-64DB-45F1-8338-FA880A54B64B}","{B0520564-1ABC-4B84-BB24-43AA04D2E192}","","","{7571E77A-EB04-4689-8790-A9538B6FC8CE}"
"07E","F","6","4","2","0","0","1.00","1PED07E","Physical Education Year 7 Sem 1E","E","BML","","","1","1","{C02E00E7-0268-4942-9327-667289643BE9}","{BA1424B2-64DB-45F1-8338-FA880A54B64B}","{806DEB6D-03BE-4619-A0D8-FC88706529B3}","","","{9EB71CA9-6997-4A98-96B1-8738FAA69FA5}"
"07E","G","34","4","0","0","0","1.00","1HHD07E","Health & Human Development Year 7 Sem 1E","E","OHA","","B3","1","1","{CB284129-4013-4C5C-8475-A1B34E341FD6}","{BA1424B2-64DB-45F1-8338-FA880A54B64B}","{9C24F46D-B4DD-4132-AE3F-D57B95F5B503}","","{E26593A7-C641-4114-A210-B80101A87DA6}","{65DA082B-3971-4D50-A742-5B6CF1170E6A}"
"07E","H","22","6","3","0","0","1.00","1HEC07E","Home Economics Year 7 Sem 1E","E","FIT","","","1","1","{7E2F99A0-3967-448C-90C0-2C877479B3E9}","{BA1424B2-64DB-45F1-8338-FA880A54B64B}","{FE6D7ECB-ED48-4872-8140-4CCE71FAA338}","","","{EC8738F4-4949-414F-ADC1-8C87DF4C43A0}"
"07E","I","28","3","0","0","0","1.00","1MUS07E","Music Year 7 Sem 1E","E","MAR","","PA6","1","1","{BD42C74C-BA51-4A45-B94B-14F5454D91A7}","{BA1424B2-64DB-45F1-8338-FA880A54B64B}","{41B179B0-40FC-4775-892B-160A1B443EFB}","","{32962BBE-C0FA-4FE3-8757-D2143134B670}","{9F395F4D-6560-4ECE-910C-84948F4AD1F6}"
"07E","J","32","3","1","0","0","1.00","1DRA07E","Drama Year 7 Sem 1E","E","HIN","","","1","1","{5629C26A-8B7A-41C7-AB37-694CCE7CFE64}","{BA1424B2-64DB-45F1-8338-FA880A54B64B}","{352C7037-98BA-4002-A0B7-5AFEA9BB8CEC}","","","{24A9D39A-3898-4673-8465-817538DF8B61}"
"07E","K","62","2","0","0","0","1.00","1PCR07E","Pastoral Care Year 7 Sem 1E","E","OHA","","B3","1","1","{F09B1B72-5EDD-4840-88B9-2AF8A398E3F5}","{BA1424B2-64DB-45F1-8338-FA880A54B64B}","{9C24F46D-B4DD-4132-AE3F-D57B95F5B503}","","{E26593A7-C641-4114-A210-B80101A87DA6}","{FF3015AE-0335-41E4-9937-DB1195A15EE0}"
"LATESUP","A","41","2","0","0","0","1.00","1LATE01A","Late Support Period 1 All Year Levels Sem 1A","A","PAL","","VCESTUDY","1","1","{D76C2EE0-20AF-42D2-B57D-2103B39A8B59}","{A408264A-4987-4B58-9A83-F226F110C9FB}","{6228AD9F-23F9-4C3C-A9EC-A2BB78ADC6A8}","","{DA654CD9-D8D7-424E-A049-83CFD71BF016}","{EC7CC44C-5F2A-4945-927B-08D9FB06D58B}"
"LATESUP","B","2","3","0","0","0","1.00","1LATE01A","Late Support Period 1 All Year Levels Sem 1A","A","SCO","","VCESTUDY","1","1","{BD8DA37D-82A2-4438-9BF4-9C9F597FFF7F}","{A408264A-4987-4B58-9A83-F226F110C9FB}","{FD96B827-3789-4AFF-89D0-76165BAECE52}","","{DA654CD9-D8D7-424E-A049-83CFD71BF016}","{EC7CC44C-5F2A-4945-927B-08D9FB06D58B}"
"LATESUP","C","3","2","0","0","0","1.00","1LATE01A","Late Support Period 1 All Year Levels Sem 1A","A","RIC","","VCESTUDY","1","1","{21DA19B8-0AE8-4BD5-B88D-4B7D989CCBD6}","{A408264A-4987-4B58-9A83-F226F110C9FB}","{4D3E13DC-5D7B-4A9D-BE1D-50E0BD434A8F}","","{DA654CD9-D8D7-424E-A049-83CFD71BF016}","{EC7CC44C-5F2A-4945-927B-08D9FB06D58B}"
"LATESUP","D","4","1","0","0","0","1.00","1LATE01A","Late Support Period 1 All Year Levels Sem 1A","A","OBR","","VCESTUDY","1","1","{C7F99FE1-863D-43AC-B82D-D4E86099FBF7}","{A408264A-4987-4B58-9A83-F226F110C9FB}","{43FF0F89-9D3B-484B-ABAC-37167FF34678}","","{DA654CD9-D8D7-424E-A049-83CFD71BF016}","{EC7CC44C-5F2A-4945-927B-08D9FB06D58B}"
"LATESUP","E","5","1","0","0","0","1.00","1LATE01A","Late Support Period 1 All Year Levels Sem 1A","A","RIG","","VCESTUDY","1","1","{9BA37FAE-A529-43D7-8602-4E5A4F1E56E6}","{A408264A-4987-4B58-9A83-F226F110C9FB}","{9332A614-DF91-49BD-B906-2483EC98BCBF}","","{DA654CD9-D8D7-424E-A049-83CFD71BF016}","{EC7CC44C-5F2A-4945-927B-08D9FB06D58B}"
"LATESUP","F","6","1","0","0","0","1.00","1LATE01A","Late Support Period 1 All Year Levels Sem 1A","A","SPK","","VCESTUDY","1","1","{8B37571B-40E5-467D-8026-C191BDDE8918}","{A408264A-4987-4B58-9A83-F226F110C9FB}","{D3AAA5AE-0223-4DC2-850A-A4D5FCBC3BDD}","","{DA654CD9-D8D7-424E-A049-83CFD71BF016}","{EC7CC44C-5F2A-4945-927B-08D9FB06D58B}"
